parid,long,lat
0173G00291000000,-79.88803093,40.46902589
0173G00293000000,-79.8878739,40.46901574
0173G00294000000,-79.8879441,40.46892638
0173G00296000000,-79.88793809,40.46882196
0173G00298000000,-79.88793641,40.46869969
0173G00301000000,-79.88792866,40.46859606
0173G00304000000,-79.88792903,40.46844495
0173G00305000000,-79.88792563,40.46830442
0173G00307000000,-79.88792267,40.46819721
0173G00309000000,-79.88792242,40.46806273
0173G00313000000,-79.88792962,40.46785616
0173G00316000000,-79.88793297,40.46762197
0173G00317000000,-79.88793241,40.46749331
0173G00318000000,-79.88793858,40.46742643
0173G00319000000,-79.88794318,40.46735338
0173G00323000000,-79.88715709,40.4675121
0173G00324000000,-79.88734891,40.46751674
0173G00328000000,-79.88747531,40.46751604
0173G00331000000,-79.8874044,40.46784927
0173G00334000000,-79.88741279,40.46802009
0173G00336000000,-79.88741892,40.46818868
0173G00337000000,-79.88742167,40.46830285
0173G00338000000,-79.887426,40.4683905
0173G00342000000,-79.88743143,40.46853235
0173G00344000000,-79.88743718,40.46868533
0173G00345000000,-79.88743801,40.46877268
0173G00347000000,-79.88744334,40.46883787
0173G00349000001,-79.88745768,40.46894193
0173G00351000000,-79.88745682,40.46918676
0173G00353000000,-79.88755159,40.46926702
0173G00354000000,-79.88765653,40.46931076
0173G00355000000,-79.8877905,40.46924654
0173G00357000000,-79.88787832,40.4694465
0173G00362000000,-79.88773863,40.46968114
0173G00364000000,-79.88817771,40.46980712
0173G00365000000,-79.88825138,40.46972235
0173G00367000000,-79.88830417,40.46964731
0173G00369000000,-79.88745168,40.4696508
0173G00371000000,-79.88740597,40.46955188
0173G00373000000,-79.88734143,40.46942748
0173G00375000000,-79.88729903,40.46933149
0173G00376000000,-79.88726987,40.46926476
0173G00377000000,-79.8872311,40.46920583
0173G00378000000,-79.88718378,40.46914822
0173G00380000000,-79.88707627,40.46910098
0173G00384000000,-79.88695727,40.46979594
0173H00006000000,-79.88466084,40.46737598
0173H00007000000,-79.88478533,40.46743708
0173H00009000000,-79.88488992,40.4674628
0173H00014000000,-79.88508887,40.46752705
0173H00030000000,-79.88575766,40.46736067
0173H00030000001,-79.88575766,40.46736067
0173H00031000000,-79.8863372,40.46751477
0173H00032000000,-79.88640812,40.46750806
0173H00034000000,-79.88697957,40.46874154
0173H00037000000,-79.88662415,40.4675099
0173H00038000000,-79.88686227,40.4675111
0173H00039000000,-79.88696147,40.46751417
0173H00041000000,-79.8869741,40.46784691
0173H00043000000,-79.88697275,40.46798774
0173H00044000000,-79.88697588,40.46809257
0173H00045000000,-79.88697498,40.46816016
0173H00046000000,-79.88697624,40.46822917
0173H00048000000,-79.88697329,40.46833147
0173H00049000000,-79.88697257,40.46843446
0173H00050000000,-79.88697611,40.46850243
0173H00051000000,-79.88697732,40.46856941
0173H00052000000,-79.88697503,40.46863924
0173H00056000000,-79.88699315,40.46884534
0173H00057000000,-79.88649768,40.46849406
0173H00058000000,-79.88703313,40.46891953
0173H00061000000,-79.88646858,40.46836006
0173H00062000000,-79.8864659,40.46829147
0173H00063000000,-79.88646928,40.46822383
0173H00064000000,-79.88646644,40.46812143
0173H00066000000,-79.88646552,40.46798558
0173H00068000000,-79.88646475,40.46784745
0173H00071000000,-79.88598403,40.46806781
0173H00076000000,-79.88605427,40.46835451
0173H00078000000,-79.88595817,40.46832052
0173H00079000000,-79.88589095,40.46829674
0173H00080000000,-79.88581742,40.46827515
0173H00082000000,-79.88572659,40.46823481
0173H00084000000,-79.8857484,40.4680132
0173H00086000000,-79.88561048,40.46813787
0173H00088000000,-79.88551226,40.46809116
0173H00093000000,-79.88529808,40.46805332
0173H00101000000,-79.88490435,40.46798929
0173H00113000000,-79.88463274,40.46789089
0173H00119000000,-79.88438693,40.46784904
0173H00125000000,-79.88409979,40.4679517
0173H00127000000,-79.88423559,40.46769942
0173H00132000000,-79.88379773,40.46790245
0173H00134000000,-79.88395555,40.4676161
0173H00149000000,-79.88359965,40.46768489
0173H00157000000,-79.8833743,40.46774244
0173H00159000000,-79.88320726,40.46763665
0173H00176000000,-79.88298619,40.46835997
0173H00194000000,-79.88347622,40.46857654
0173H00194000001,-79.88347622,40.46857654
0173H00204000000,-79.88429742,40.46845357
0173H00209000000,-79.88466152,40.46846243
0173H00213000000,-79.88487842,40.46849536
0173H00217000000,-79.8850592,40.46853404
0173H00223000000,-79.88523104,40.46855106
0173H00227000000,-79.88548656,40.46858427
0173H00232000000,-79.88575234,40.46865695
0173H00235000000,-79.88604,40.46874313
0173H00237000000,-79.8862321,40.46880264
0173H00239000000,-79.88636248,40.46885826
0173H00241000000,-79.8865028,40.46890039
0173H00243000000,-79.88657487,40.4690052
0173H00245000000,-79.88661353,40.46912385
0173H00246000000,-79.88666043,40.46922306
0173H00247000000,-79.88670004,40.4692876
0173H00248000000,-79.88673233,40.46935124
0173H00250000000,-79.88677863,40.46944136
0173H00251000000,-79.88682308,40.46953249
0173H00252000000,-79.88685753,40.46959744
0173H00254000000,-79.8869044,40.4696998
0173H00261000000,-79.88630855,40.46941331
0173H00262000000,-79.88625457,40.46928842
0173H00266000000,-79.88598286,40.46918158
0173H00270000000,-79.88576386,40.46910398
0173H00271000000,-79.8856776,40.46907327
0173H00272000000,-79.88555088,40.46902616
0173H00274000000,-79.88537968,40.46896591
0173H00276000000,-79.88517814,40.46889633
0173H00297000000,-79.8844502,40.46888535
0173H00301000000,-79.88485901,40.46922039
0173H00302000000,-79.88497988,40.46925525
0173H00303000000,-79.88503603,40.46928348
0173H00304000000,-79.88509763,40.46930614
0173H00306000000,-79.8852082,40.46934378
0173H00307000000,-79.88532116,40.46939165
0173H00309000000,-79.88548516,40.46944552
0173H00310000000,-79.88565274,40.46950672
0173H00311000000,-79.88574957,40.46953761
0173H00315000000,-79.88588369,40.46955129
0173H00316000000,-79.88590128,40.4696533
0173H00317000000,-79.88592302,40.46972863
0173H00325000000,-79.88502892,40.46962602
0173H00326000000,-79.88490454,40.46957527
0173H00328000000,-79.88477961,40.46952937
0173H00329000000,-79.88464164,40.46947421
0173H00332000000,-79.88448064,40.4693992
0173H00334000000,-79.88436545,40.4693621
0173H00335000000,-79.88428495,40.46932579
0173H00336000000,-79.88390254,40.46917298
0173H00364000000,-79.88301558,40.46921601
0173H00365000000,-79.88309225,40.46924633
0173H00368000000,-79.88325815,40.46931535
0173H00369000000,-79.88343748,40.46938785
0173H00371000000,-79.88356044,40.46943768
0173H00374000000,-79.88376081,40.46951966
0173H00375000000,-79.8839274,40.46959007
0173H00376000000,-79.88401542,40.46962237
0173H00379000000,-79.88416086,40.46968179
0173H00381000000,-79.88434898,40.46976623
0173H00391000000,-79.88311844,40.46969039
0173L00136000000,-79.88939128,40.46577928
0173L00140000000,-79.88940094,40.46561053
0173L00142000000,-79.88924574,40.46526819
0173L00143000000,-79.88932835,40.46526671
0173L00175000000,-79.88935989,40.46492989
0173L00180000000,-79.88882977,40.46503522
0173L00182000000,-79.88888838,40.46530452
0173L00185000000,-79.88872003,40.4653093
0173L00187000000,-79.88885652,40.46559721
0173L00189000000,-79.88885487,40.4657033
0173L00191000000,-79.88885913,40.46577184
0173L00192000000,-79.88886,40.46584166
0173L00193000000,-79.88886334,40.46591279
0173L00194000000,-79.88886645,40.46598108
0173L00195000000,-79.88886771,40.46608477
0173L00198000000,-79.88886488,40.46634871
0173L00201000000,-79.88886943,40.46648604
0173L00203000000,-79.88887684,40.46669063
0173L00207000000,-79.88888166,40.4668606
0173L00208000000,-79.88888629,40.46692999
0173L00209000000,-79.88888869,40.46700019
0173L00210000000,-79.88889137,40.46706926
0173L00211000000,-79.88889281,40.46713933
0173L00212000000,-79.88889509,40.46724466
0173L00214000000,-79.88836453,40.4672872
0173L00215000000,-79.8883701,40.46721559
0173L00216000000,-79.88836571,40.46714522
0173L00217000000,-79.88837149,40.46707049
0173L00219000000,-79.88795283,40.46708595
0173L00221000000,-79.88794991,40.46719055
0173L00223000000,-79.88794395,40.4672804
0173L00225000000,-79.88754154,40.46718061
0173L00227000000,-79.88739958,40.46718202
0173L00230000000,-79.88710123,40.46718202
0173L00234000000,-79.88699252,40.46677523
0173L00237000000,-79.88714808,40.46677564
0173L00239000000,-79.88733561,40.4667734
0173L00241000000,-79.88750479,40.46677231
0173L00243000000,-79.88766292,40.46677339
0173L00245000000,-79.88780765,40.46677194
0173L00248000000,-79.88799639,40.46677168
0173L00251000000,-79.88820249,40.46677175
0173L00252000000,-79.88830856,40.46676664
0173L00255000000,-79.88843072,40.46677202
0173L00257000000,-79.88849728,40.46644828
0173L00258000000,-79.88841027,40.46644504
0173L00259000000,-79.88831518,40.46644569
0173L00260000000,-79.88821812,40.46644644
0173L00261000000,-79.88812223,40.4664452
0173L00262000000,-79.8880276,40.46644751
0173L00263000000,-79.88789858,40.46644839
0173L00265000000,-79.88777045,40.46644717
0173L00266000000,-79.8876745,40.46644617
0173L00267000000,-79.88756812,40.46644683
0173L00268000000,-79.8874651,40.46644857
0173L00269000000,-79.88733481,40.46644635
0173L00271000000,-79.8872113,40.46644844
0173L00272000000,-79.88713344,40.4664472
