parid,long,lat
0298A00050740700,-79.86388799,40.44190825
0298A00050740900,-79.86376224,40.44192977
0298A00050740900,-79.86376224,40.44192977
0298A00050741100,-79.86384747,40.44187438
0298A00050741100,-79.86384747,40.44187438
0298A00050741300,-79.8636928,40.44211602
0298A00050741300,-79.8636928,40.44211602
0298A00050741500,-79.86376738,40.44205233
0298A00050741500,-79.86376738,40.44205233
0298A00050741700,-79.86364896,40.4420823
0298A00050741700,-79.86364896,40.4420823
0298A00050741900,-79.86372988,40.44202328
0298A00050741900,-79.86372988,40.44202328
0298A00050742100,-79.86360874,40.44205112
0298A00050742100,-79.86360874,40.44205112
0298A00050742300,-79.86368455,40.44198674
0298A00050742300,-79.86368455,40.44198674
0298A00050750100,-79.86304133,40.44285442
0298A00050750100,-79.86304133,40.44285442
0298A00050750300,-79.86309675,40.44278205
0298A00050750300,-79.86309675,40.44278205
0298A00050750500,-79.8629875,40.44282678
0298A00050750500,-79.8629875,40.44282678
0298A00050750700,-79.86304932,40.44275883
0298A00050750700,-79.86304932,40.44275883
0298A00050750900,-79.86294067,40.44280363
0298A00050750900,-79.86294067,40.44280363
0298A00050751100,-79.8629971,40.44273214
0298A00050751100,-79.8629971,40.44273214
0298A00050751300,-79.86291043,40.44298758
0298A00050751300,-79.86291043,40.44298758
0298A00050751500,-79.86298044,40.44292234
0298A00050751500,-79.86298044,40.44292234
0298A00050751700,-79.8628632,40.44296299
0298A00050751700,-79.8628632,40.44296299
0298A00050751900,-79.86292519,40.44289535
0298A00050751900,-79.86292519,40.44289535
0298A00050752100,-79.86281074,40.44293452
0298A00050752100,-79.86281074,40.44293452
0298A00050752300,-79.86287895,40.44287084
0298A00050752300,-79.86287895,40.44287084
0298A00050752500,-79.86298996,40.44330179
0298A00050752500,-79.86298996,40.44330179
0298A00050752700,-79.86296076,40.44321659
0298A00050752700,-79.86296076,40.44321659
0298A00050752900,-79.86292225,40.44331007
0298A00050752900,-79.86292225,40.44331007
0298A00050753100,-79.86289995,40.4432247
0298A00050753100,-79.86289995,40.4432247
0298A00050753300,-79.86286634,40.44331668
0298A00050753300,-79.86286634,40.44331668
0298A00050753500,-79.86283834,40.44323241
0298A00050753500,-79.86283834,40.44323241
0298A00050753700,-79.86302277,40.44345631
0298A00050753700,-79.86302277,40.44345631
0298A00050753900,-79.86301,40.44337817
0298A00050753900,-79.86301,40.44337817
0298A00050754100,-79.86296315,40.44346472
0298A00050754100,-79.86296315,40.44346472
0298A00050754300,-79.86294271,40.44338746
0298A00050754300,-79.86294271,40.44338746
0298A00050754500,-79.86289993,40.44347378
0298A00050754500,-79.86289993,40.44347378
0298A00050754700,-79.8628867,40.44339509
0298A00050754700,-79.8628867,40.44339509
0298A00050754900,-79.8631465,40.44394633
0298A00050754900,-79.8631465,40.44394633
0298A00050755100,-79.86311829,40.44386321
0298A00050755100,-79.86311829,40.44386321
0298A00050755300,-79.8630782,40.44395373
0298A00050755300,-79.8630782,40.44395373
0298A00050755500,-79.86305905,40.4438707
0298A00050755500,-79.86305905,40.4438707
0298A00050755700,-79.86302686,40.4439594
0298A00050755700,-79.86302686,40.4439594
0298A00050755900,-79.8629998,40.44387847
0298A00050755900,-79.8629998,40.44387847
0298A00050756100,-79.86317402,40.44409838
0298A00050756100,-79.86317402,40.44409838
0298A00050756300,-79.86316242,40.44401808
0298A00050756300,-79.86316242,40.44401808
0298A00050756500,-79.86311417,40.44410691
0298A00050756500,-79.86311417,40.44410691
0298A00050756700,-79.86309539,40.44402742
0298A00050756700,-79.86309539,40.44402742
0298A00050756900,-79.86305702,40.44411584
0298A00050756900,-79.86305702,40.44411584
0298A00050757100,-79.86304502,40.44403452
0298A00050757100,-79.86304502,40.44403452
0298A00055000000,-79.86429251,40.44222104
0298A00055000000,-79.86429251,40.44222104
0298A00190727400,-79.86254365,40.44157353
0298A00190727400,-79.86254365,40.44157353
0298A00190727600,-79.86253635,40.44151432
0298A00190727600,-79.86253635,40.44151432
0298A00190727800,-79.86250824,40.44145772
0298A00190727800,-79.86250824,40.44145772
0298A00190728000,-79.86250072,40.44139672
0298A00190728000,-79.86250072,40.44139672
0298A00190728200,-79.86247359,40.4413396
0298A00190728200,-79.86247359,40.4413396
0298A00190728400,-79.86243552,40.44122366
0298A00190728400,-79.86243552,40.44122366
0298A00190728600,-79.86241651,40.44116623
0298A00190728600,-79.86241651,40.44116623
0298A00190728800,-79.86239857,40.44110771
0298A00190728800,-79.86239857,40.44110771
0298A00190729000,-79.86237946,40.44104769
0298A00190729000,-79.86237946,40.44104769
0298A00190729200,-79.86236049,40.4409877
0298A00190729200,-79.86236049,40.4409877
0298A00190729400,-79.86232572,40.44087627
0298A00190729400,-79.86232572,40.44087627
0298A00190729600,-79.86230872,40.44081943
0298A00190729600,-79.86230872,40.44081943
0298A00190729800,-79.86229119,40.44076257
0298A00190729800,-79.86229119,40.44076257
0298A00190730000,-79.86227245,40.44070276
0298A00190730000,-79.86227245,40.44070276
0298A00190730100,-79.86302371,40.44163634
0298A00190730100,-79.86302371,40.44163634
0298A00190730200,-79.86225414,40.44064199
0298A00190730200,-79.86225414,40.44064199
0298A00190730300,-79.86302279,40.44157555
0298A00190730300,-79.86302279,40.44157555
0298A00190730400,-79.86222634,40.4405205
0298A00190730400,-79.86222634,40.4405205
0298A00190730500,-79.86298825,40.44151945
0298A00190730500,-79.86298825,40.44151945
0298A00190730600,-79.86221,40.44046232
0298A00190730600,-79.86221,40.44046232
0298A00190730700,-79.86298349,40.44145685
0298A00190730700,-79.86298349,40.44145685
0298A00190730800,-79.86219469,40.44040573
0298A00190730800,-79.86219469,40.44040573
0298A00190730900,-79.86295057,40.44140205
0298A00190730900,-79.86295057,40.44140205
0298A00190731000,-79.86217928,40.44034808
0298A00190731000,-79.86217928,40.44034808
0298A00190731100,-79.86295006,40.44134254
0298A00190731100,-79.86295006,40.44134254
0298A00190731200,-79.86216273,40.44029056
0298A00190731200,-79.86216273,40.44029056
0298A00190731300,-79.86269937,40.44057259
0298A00190731300,-79.86269937,40.44057259
0298A00190731400,-79.86213272,40.4401746
0298A00190731400,-79.86213272,40.4401746
0298A00190731500,-79.86268351,40.44051363
0298A00190731500,-79.86268351,40.44051363
0298A00190731600,-79.86211706,40.44011602
0298A00190731600,-79.86211706,40.44011602
0298A00190731700,-79.8626687,40.4404567
0298A00190731700,-79.8626687,40.4404567
0298A00190731800,-79.86210166,40.4400574
0298A00190731800,-79.86210166,40.4400574
0298A00190731900,-79.86265334,40.44039899
0298A00190731900,-79.86265334,40.44039899
0298A00190732001,-79.86208706,40.43999966
0298A00190732001,-79.86208706,40.43999966
0298A00190732100,-79.86263779,40.44034189
0298A00190732100,-79.86263779,40.44034189
0298A00190732201,-79.86208061,40.4399415
0298A00190732201,-79.86208061,40.4399415
0298A00190732300,-79.86260827,40.4402324
0298A00190732300,-79.86260827,40.4402324
0298A00190732400,-79.86207443,40.43988143
0298A00190732400,-79.86207443,40.43988143
0298A00190732500,-79.86259299,40.44017517
0298A00190732500,-79.86259299,40.44017517
0298A00190732600,-79.8621442,40.43972867
0298A00190732600,-79.8621442,40.43972867
0298A00190732700,-79.86257776,40.44011732
0298A00190732700,-79.86257776,40.44011732
0298A00190732800,-79.86219946,40.43968421
0298A00190732800,-79.86219946,40.43968421
0298A00190732900,-79.86256264,40.44005908
0298A00190732900,-79.86256264,40.44005908
0298A00190733000,-79.86225771,40.43964163
0298A00190733000,-79.86225771,40.43964163
0298A00190733100,-79.86254671,40.44000188
0298A00190733100,-79.86254671,40.44000188
0298A00190733200,-79.86231842,40.43960504
0298A00190733200,-79.86231842,40.43960504
0298A00190733300,-79.86267783,40.43983377
0298A00190733300,-79.86267783,40.43983377
0298A00190733400,-79.86237281,40.43956092
0298A00190733400,-79.86237281,40.43956092
0298A00190733500,-79.86274956,40.43981253
0298A00190733500,-79.86274956,40.43981253
0298A00190733600,-79.86242776,40.43951727
0298A00190733600,-79.86242776,40.43951727
0298A00190733700,-79.86282403,40.43979001
0298A00190733700,-79.86282403,40.43979001
0298A00190733800,-79.86257887,40.43942348
0298A00190733800,-79.86257887,40.43942348
0298A00190733900,-79.86290126,40.43977267
0298A00190733900,-79.86290126,40.43977267
0298A00190734000,-79.86265729,40.43942011
0298A00190734000,-79.86265729,40.43942011
0298A00190734100,-79.86297765,40.43975797
0298A00190734100,-79.86297765,40.43975797
0298A00190734200,-79.86273381,40.43939879
0298A00190734200,-79.86273381,40.43939879
0298A00190734300,-79.86303752,40.43991415
0298A00190734300,-79.86303752,40.43991415
0298A00190734400,-79.86281468,40.43939838
0298A00190734400,-79.86281468,40.43939838
0298A00190734500,-79.86304412,40.43997355
0298A00190734500,-79.86304412,40.43997355
0298A00190734600,-79.86289071,40.43938103
0298A00190734600,-79.86289071,40.43938103
0298A00190734700,-79.86305023,40.44003544
0298A00190734700,-79.86305023,40.44003544
0298A00190734800,-79.86296998,40.43937718
0298A00190734800,-79.86296998,40.43937718
0298A00190734900,-79.86305637,40.44009385
0298A00190734900,-79.86305637,40.44009385
0298A00190735000,-79.86339183,40.43900185
0298A00190735000,-79.86339183,40.43900185
0298A00190735100,-79.86306279,40.44015114
0298A00190735100,-79.86306279,40.44015114
0298A00190735200,-79.86338931,40.4390604
0298A00190735200,-79.86338931,40.4390604
0298A00190735300,-79.8630787,40.44026645
0298A00190735300,-79.8630787,40.44026645
0298A00190735400,-79.8634058,40.43911862
0298A00190735400,-79.8634058,40.43911862
0298A00190735500,-79.8630854,40.44032624
0298A00190735500,-79.8630854,40.44032624
0298A00190735600,-79.86340094,40.43917842
0298A00190735600,-79.86340094,40.43917842
0298A00190735700,-79.86309136,40.44038409
0298A00190735700,-79.86309136,40.44038409
0298A00190735800,-79.86341759,40.43923732
0298A00190735800,-79.86341759,40.43923732
0298A00190735900,-79.86309855,40.44044238
0298A00190735900,-79.86309855,40.44044238
0298A00190736000,-79.86343267,40.43929594
0298A00190736000,-79.86343267,40.43929594
0298A00190736100,-79.86310564,40.4405003
0298A00190736100,-79.86310564,40.4405003
0298A00190736200,-79.86344482,40.43941395
0298A00190736200,-79.86344482,40.43941395
0298A00190736300,-79.86302206,40.44064321
0298A00190736300,-79.86302206,40.44064321
0298A00190736400,-79.86344259,40.43947628
0298A00190736400,-79.86344259,40.43947628
0298A00190736500,-79.86295927,40.44068263
0298A00190736500,-79.86295927,40.44068263
0298A00190736600,-79.86345716,40.43953356
0298A00190736600,-79.86345716,40.43953356
0298A00190736700,-79.86290033,40.44072168
0298A00190736700,-79.86290033,40.44072168
0298A00190736800,-79.86345626,40.43959119
0298A00190736800,-79.86345626,40.43959119
0298A00190736900,-79.862842,40.44075846
0298A00190736900,-79.862842,40.44075846
0298A00190737000,-79.86346747,40.43970232
0298A00190737000,-79.86346747,40.43970232
0298A00190737100,-79.86277956,40.44079902
0298A00190737100,-79.86277956,40.44079902
0298A00190737200,-79.8634746,40.43976208
0298A00190737200,-79.8634746,40.43976208
0298A00190737400,-79.86348165,40.43982008
0298A00190737400,-79.86348165,40.43982008
0298A00190737600,-79.86348819,40.4398776
0298A00190737600,-79.86348819,40.4398776
0298A00190737800,-79.86349463,40.43993615
0298A00190737800,-79.86349463,40.43993615
0298A00190738000,-79.86350875,40.44005
0298A00190738000,-79.86350875,40.44005
0298A00190738200,-79.86351524,40.44011199
0298A00190738200,-79.86351524,40.44011199
0298A00190738400,-79.86352275,40.44017288
0298A00190738400,-79.86352275,40.44017288
0298A00190738600,-79.86352935,40.44023165
0298A00190738600,-79.86352935,40.44023165
0298A00190738800,-79.86331134,40.44096597
0298A00190738800,-79.86331134,40.44096597
0298A00190739000,-79.8632525,40.44100881
0298A00190739000,-79.8632525,40.44100881
0298A00190739200,-79.86317654,40.44103128
0298A00190739200,-79.86317654,40.44103128
0298A00190739400,-79.86311729,40.44107435
0298A00190739400,-79.86311729,40.44107435
0298A00190739600,-79.863043,40.4410971
0298A00190739600,-79.863043,40.4410971
0298A00190739800,-79.86298637,40.44114193
0298A00190739800,-79.86298637,40.44114193
0298A00190740000,-79.8631123,40.44185563
0298A00190740000,-79.8631123,40.44185563
0298A00190740200,-79.8631903,40.44184252
0298A00190740200,-79.8631903,40.44184252
0298A00190740400,-79.86326143,40.44182083
0298A00190740400,-79.86326143,40.44182083
0298A00190740600,-79.86333285,40.44178849
0298A00190740600,-79.86333285,40.44178849
0298A00190740800,-79.86347356,40.44168304
0298A00190740800,-79.86347356,40.44168304
0298A00190741000,-79.86351723,40.44163186
0298A00190741000,-79.86351723,40.44163186
0298A00190741200,-79.86354347,40.441575
0298A00190741200,-79.86354347,40.441575
0298A00190741400,-79.86358967,40.44152429
0298A00190741400,-79.86358967,40.44152429
0298A00190741600,-79.86363302,40.44138921
0298A00190741600,-79.86363302,40.44138921
0298A00190741800,-79.86363515,40.44132706
0298A00190741800,-79.86363515,40.44132706
0298A00190742000,-79.86366155,40.44126797
0298A00190742000,-79.86366155,40.44126797
0298A00190742200,-79.86366258,40.44120704
0298A00190742200,-79.86366258,40.44120704
0298A00190742400,-79.86369024,40.44114928
0298A00190742400,-79.86369024,40.44114928
0298A00190742600,-79.86369169,40.44108573
0298A00190742600,-79.86369169,40.44108573
0298A00190742800,-79.8637119,40.44097207
0298A00190742800,-79.8637119,40.44097207
0298A00190743000,-79.86374044,40.44091467
0298A00190743000,-79.86374044,40.44091467
0298A00190743200,-79.86374013,40.44085318
0298A00190743200,-79.86374013,40.44085318
0298A00190743400,-79.86376924,40.44079512
0298A00190743400,-79.86376924,40.44079512
0298A00190743600,-79.86377019,40.44073273
0298A00190743600,-79.86377019,40.44073273
0298A00190743800,-79.86379897,40.44067356
0298A00190743800,-79.86379897,40.44067356
0298A00190744000,-79.86379522,40.44055812
0298A00190744000,-79.86379522,40.44055812
0298A00190744200,-79.86382209,40.44050332
0298A00190744200,-79.86382209,40.44050332
0298A00190744400,-79.86382558,40.4404443
0298A00190744400,-79.86382558,40.4404443
0298A00190744600,-79.86385353,40.44038703
0298A00190744600,-79.86385353,40.44038703
0298A00190744800,-79.86385575,40.44032712
0298A00190744800,-79.86385575,40.44032712
0298A00190745000,-79.86388405,40.44026975
0298A00190745000,-79.86388405,40.44026975
0298A00200000000,-79.86218414,40.44301411
0298A00200000000,-79.86218414,40.44301411
0298A00205000000,-79.86215127,40.44279127
0298A00205000000,-79.86215127,40.44279127
0298A00209000000,-79.86212485,40.44261058
0298A00209000000,-79.86212485,40.44261058
0298A00211000000,-79.86211423,40.44244753
0298A00211000000,-79.86211423,40.44244753
0298A00215000000,-79.86205521,40.4422597
0298A00215000000,-79.86205521,40.4422597
0298A00219000000,-79.86201757,40.44207881
0298A00219000000,-79.86201757,40.44207881
0298A00221000000,-79.86194487,40.44179094
0298A00221000000,-79.86194487,40.44179094
0298A00221000000,-79.86194487,40.44179094
0298A00330000000,-79.86462508,40.44083297
0298A00330000000,-79.86462508,40.44083297
0298A00330000100,-79.86249623,40.44197851
0298A00330000100,-79.86249623,40.44197851
0298A00330000200,-79.86481781,40.44255651
0298A00330000200,-79.86481781,40.44255651
0298A00330000300,-79.8634791,40.44369282
0298A00330000300,-79.8634791,40.44369282
0298B00001000000,-79.86156493,40.44290091
0298B00001000000,-79.86156493,40.44290091
0298B00004000000,-79.86155858,40.44261191
0298B00004000000,-79.86155858,40.44261191
0298B00008000000,-79.86151476,40.44233635
0298B00008000000,-79.86151476,40.44233635
0298B00012000000,-79.86145022,40.44217102
0298B00012000000,-79.86145022,40.44217102
0298B00015000000,-79.86137846,40.44196054
0298B00015000000,-79.86137846,40.44196054
0298B00023000000,-79.86099096,40.44215989
0298B00023000000,-79.86099096,40.44215989
0298B00027000000,-79.86113192,40.44245673
0298B00027000000,-79.86113192,40.44245673
0298B00028000000,-79.86117904,40.44288412
0298B00028000000,-79.86117904,40.44288412
0298B00029000000,-79.86118365,40.44268539
0298B00029000000,-79.86118365,40.44268539
0298B00030000000,-79.86058038,40.443023
0298B00030000000,-79.86058038,40.443023
0298B00031000000,-79.86063924,40.44278781
0298B00031000000,-79.86063924,40.44278781
0298B00032000000,-79.86058197,40.44261452
0298B00032000000,-79.86058197,40.44261452
0298B00036000000,-79.86049015,40.44242886
0298B00036000000,-79.86049015,40.44242886
0298B00050000000,-79.86038632,40.44224386
0298B00050000000,-79.86038632,40.44224386
0298B00070000000,-79.85989908,40.44248696
0298B00070000000,-79.85989908,40.44248696
0298B00078000000,-79.86016778,40.44280637
0298B00078000000,-79.86016778,40.44280637
0298B00080000000,-79.85958463,40.44287205
0298B00080000000,-79.85958463,40.44287205
0298B00085000000,-79.85908202,40.44302266
0298B00085000000,-79.85908202,40.44302266
0298B00092000000,-79.85926367,40.44257545
0298B00092000000,-79.85926367,40.44257545
0298B00092000000,-79.85926367,40.44257545
0298B00096000000,-79.85901197,40.44265541
0298B00096000000,-79.85901197,40.44265541
0298B00096000000,-79.85901197,40.44265541
0298B00100000000,-79.85869379,40.44274756
0298B00100000000,-79.85869379,40.44274756
0298B00100000000,-79.85869379,40.44274756
0298B00102000000,-79.858634,40.4425393
0298B00104000000,-79.85838007,40.44241179
0298B00106000000,-79.85810275,40.44215179
0298B00108000000,-79.85793159,40.44199362
0298B00110000000,-79.85823502,40.44190601
0298B00114000000,-79.85839396,40.44179551
0298B00116000000,-79.85856292,40.4416856
0298B00118000000,-79.85874971,40.44159035
0298B00120000000,-79.85892573,40.44149433
0298B00122000000,-79.85910102,40.44139606
0298B00124000000,-79.85927409,40.44129477
0298B00126000000,-79.85944297,40.44119021
0298B00128000000,-79.85961036,40.44108875
0298B00130000000,-79.8597781,40.44098901
0298B00132000000,-79.85995271,40.44088802
0298B00134000000,-79.8601485,40.44079685
0298B00136000000,-79.86034761,40.44073284
0298B00138000000,-79.86052613,40.44067696
0298B00140000000,-79.86066361,40.44059885
0298B00166000000,-79.86156268,40.44069391
0298B00168000000,-79.86146692,40.44085736
0298B00170000000,-79.86127573,40.44101689
0298B00172000000,-79.86105048,40.44112399
0298B00174000000,-79.8608312,40.4412011
0298B00176000000,-79.86060399,40.44126638
0298B00178000000,-79.86041164,40.44133728
0298B00180000000,-79.86023726,40.44142171
0298B00182000000,-79.86005813,40.44151742
0298B00184000000,-79.85989332,40.44162394
0298B00186000000,-79.85972863,40.44173055
0298B00190000000,-79.85956381,40.44183704
0298B00192000000,-79.85948242,40.44202638
0298B00195000000,-79.859293,40.44210783
0298B00197000000,-79.85910332,40.44217392
0298B00199000000,-79.85891373,40.44224046
0298B00200000000,-79.85870625,40.44230847
0298B00202000000,-79.85912646,40.4424426
0298B00206000000,-79.86006904,40.44203474
0298B00210000000,-79.86027706,40.44179983
0298B00212000000,-79.86052906,40.4416849
0298B00216000000,-79.86082988,40.44166065
0298B00220000000,-79.86111734,40.4415791
0298B00224000000,-79.86130681,40.44142765
0298B00226000000,-79.86163571,40.44125747
0298B00230000000,-79.8618996,40.44136357
0298B00300000000,-79.85822716,40.44076338
0298B00302000000,-79.85804738,40.4409849
0298B00304000000,-79.85774416,40.44115579
0298C00006000000,-79.85684956,40.44278985
0298C00025000000,-79.85632127,40.44191497
0298C00058000000,-79.85508011,40.43199906
0298C00116000000,-79.85746181,40.44105035
0298C00118000000,-79.85726885,40.44085191
0298C00120000000,-79.85708575,40.44068669
0298C00122000000,-79.85647266,40.44062367
0298C00124000000,-79.85672266,40.44086786
0298C00126000000,-79.85685593,40.44099462
0298C00128000000,-79.85699403,40.44112102
0298C00130000000,-79.85713233,40.44124739
0298C00132000000,-79.85727057,40.44137384
0298C00134000000,-79.85740914,40.44150273
0298C00136000000,-79.85743192,40.44280984
0298C00138000000,-79.85740874,40.44254617
0298C00140000000,-79.85678082,40.44182105
0298C00142000000,-79.856609,40.44166236
0298C00145000000,-79.85636955,40.44161371
0298C00147000000,-79.85627281,40.44149823
0298C00149000000,-79.85619556,40.44131789
0298C00170000000,-79.85558949,40.44100237
0298C00190000000,-79.85545667,40.44087145
0298C00195000000,-79.8553183,40.44074435
0298C00200000000,-79.85518461,40.44061474
0298E00001000001,-79.86607158,40.43929268
0298E00001000001,-79.86607158,40.43929268
0298E00001000001,-79.86607158,40.43929268
0298E00001000002,-79.86607158,40.43929268
0298E00001000002,-79.86607158,40.43929268
0298E00001000002,-79.86607158,40.43929268
0298E00003000000,-79.86210173,40.43834516
0298E00004000000,-79.8625037,40.4381371
0298E00004000000,-79.8625037,40.4381371
0298E00004000000,-79.8625037,40.4381371
0298F00142000000,-79.8607459,40.44049796
0298F00144000000,-79.86080354,40.44036133
0298F00146000000,-79.86088564,40.44022094
0298F00148000000,-79.86094826,40.44005726
0298F00154000000,-79.8611825,40.43986471
0298F00158000000,-79.86150627,40.43990301
0298F00158000000,-79.86150627,40.43990301
0298F00158000000,-79.86150627,40.43990301
0298F00160000000,-79.86162847,40.4401634
0298F00162000000,-79.86160811,40.4403741
0298F00164000000,-79.8615594,40.44052507
0298F00168000000,-79.85948862,40.44042531
0298F00172000000,-79.86188957,40.43848732
0298F00174000000,-79.86166957,40.43863221
0298F00176000000,-79.86144162,40.43876365
0298F00178000000,-79.86120705,40.43886512
0298F00180000000,-79.86097901,40.43893531
0298F00182000000,-79.86074932,40.43906008
0298F00186000000,-79.8605052,40.43924492
0298F00188000000,-79.86029805,40.43941455
0298F00190000000,-79.86007356,40.43954124
0298F00192000000,-79.85978032,40.43963539
0298F00194000000,-79.85949215,40.43973237
0298F00196000000,-79.85916446,40.43988077
0298F00200000000,-79.858883,40.44003754
0298F00202000000,-79.85870156,40.44011719
0298F00204000000,-79.85855305,40.44022629
0298F00206000000,-79.8587287,40.44049367
0298F00207000000,-79.85847076,40.44039427
0298F00208000000,-79.85834482,40.44056225
0298F00210000000,-79.85775814,40.44013901
0298F00212000000,-79.85786031,40.43998174
0298F00214000000,-79.8579782,40.43982124
0298F00216000000,-79.85812021,40.43970262
0298F00218000000,-79.85828944,40.43960015
0298F00222000000,-79.85788608,40.43921255
0298F00224000000,-79.85775559,40.43853031
0298F00226000000,-79.85780906,40.4383388
0298F00230000000,-79.85809308,40.4391029
0298F00232000000,-79.85830812,40.43893832
0298F00234000000,-79.85842885,40.43870271
0298F00236000000,-79.85851573,40.43843957
0298F00240000000,-79.85913061,40.43822412
0298F00242000000,-79.85908906,40.43842766
0298F00244000000,-79.85905154,40.43862968
0298F00246000000,-79.8589996,40.43882105
0298F00248000000,-79.8588933,40.43900007
0298F00250000000,-79.85881122,40.43918574
0298F00252000000,-79.85870486,40.43936562
0298F00254000000,-79.85849002,40.43948185
0298F00258000000,-79.85989912,40.43838393
0298F00262000000,-79.85971176,40.4386679
0298F00268000000,-79.85946711,40.4392599
0298F00270000000,-79.85965677,40.43902852
0298F00272000000,-79.85995608,40.43888509
0298F00276000000,-79.86023734,40.43864118
0298F00280000000,-79.86058379,40.43835769
0298F00282000000,-79.86083876,40.43814675
0298F00282000000,-79.86083876,40.43814675
0298F00300000000,-79.86151276,40.43829467
0298F00300000000,-79.86151276,40.43829467
0298F00300000000,-79.86151276,40.43829467
0298F00300000000,-79.86151276,40.43829467
0298G00040000000,-79.85504854,40.4404816
0298G00045000000,-79.85491373,40.44036358
0298G00048000000,-79.85479315,40.44024451
0298G00052000000,-79.85465476,40.44011853
0298G00056000000,-79.85451886,40.43998994
0298G00060000000,-79.85439982,40.43985964
0298G00064000000,-79.85426682,40.43973737
0298G00073000000,-79.85382364,40.43917794
0298G00090000000,-79.85571996,40.43643436
0298G00090000000,-79.85571996,40.43643436
0298G00098000000,-79.85648623,40.43819807
0298G00105000000,-79.85531571,40.43901349
0298G00107000000,-79.85564708,40.43984952
0298G00110000000,-79.85578357,40.43998618
0298G00113000000,-79.85592029,40.44011362
0298G00116000000,-79.85605916,40.44024165
0298G00119000000,-79.85619366,40.44037023
0298G00121000000,-79.8563301,40.44049594
0298G00122000000,-79.85678458,40.44038623
0298G00124000000,-79.85658698,40.44019404
0298G00126000000,-79.8563673,40.44000092
0298G00128000000,-79.85611702,40.43977161
0298G00131000000,-79.85617971,40.4395386
0298G00133000000,-79.85644425,40.43935175
0298G00135000000,-79.85667019,40.43921216
0298G00137000000,-79.85687343,40.43907693
0298G00139000000,-79.85709127,40.43893347
0298G00141000000,-79.85732103,40.4387808
0298G00143000000,-79.85754462,40.43864003
0298G00150000000,-79.85775434,40.44055328
0298G00152000000,-79.85759032,40.44037154
0298G00154000000,-79.85740791,40.44020162
0298G00156000000,-79.85722562,40.44003165
0298G00158000000,-79.85704347,40.4398617
0298G00160000000,-79.85685278,40.43967632
0298G00162000000,-79.85725121,40.4396625
0298G00164000000,-79.85740104,40.43954254
0298G00166000000,-79.85755132,40.43942294
0298G00168000000,-79.85771712,40.43931419
0298H00025000000,-79.85345685,40.43910383
0298H00030000000,-79.85333606,40.43896716
0298H00035000000,-79.8532154,40.43883031
0298H00040000000,-79.85309399,40.43869371
0298H00045000000,-79.85297296,40.43855705
0298J00004000000,-79.86210125,40.43587247
0298J00006000000,-79.86204049,40.43602986
0298J00008000000,-79.86198243,40.43616508
0298J00012000000,-79.86199422,40.43729689
0298J00014000000,-79.86219716,40.43706202
0298J00016000000,-79.86231735,40.43687415
0298J00020000000,-79.86242442,40.43668308
0298J00024000000,-79.86254048,40.4364807
0298J00028000000,-79.86266034,40.43627799
0298J00032000000,-79.86274894,40.43606406
0298J00034000000,-79.86271425,40.43578988
0298J00100000000,-79.8637442,40.43638688
0298J00100000000,-79.8637442,40.43638688
0298J00100000000,-79.8637442,40.43638688
0298K00005000000,-79.85959019,40.43592331
0298K00006000000,-79.86030329,40.43573585
0298K00008000000,-79.86021881,40.43594843
0298K00010000000,-79.86013536,40.43615947
0298K00012000000,-79.8600844,40.43639652
0298K00025000000,-79.86053155,40.43661672
0298K00027000000,-79.86064431,40.43627597
0298K00029000000,-79.86072699,40.43606494
0298K00031000000,-79.86081068,40.43585194
0298K00034000000,-79.86156587,40.43580195
0298K00036000000,-79.86148267,40.43600999
0298K00038000000,-79.86139635,40.43621973
0298K00039000000,-79.86130627,40.43643763
0298K00040000000,-79.86121845,40.43664961
0298K00044000000,-79.86113224,40.43685875
0298K00046000000,-79.86103882,40.43708622
0298K00055000000,-79.8615663,40.43702758
0298K00057000000,-79.86174067,40.43676265
0298K00059000000,-79.86181221,40.43658217
0298K00061000000,-79.86187689,40.43643506
0298K00063000000,-79.86193321,40.43629507
0298K00070000000,-79.86166956,40.43759927
0298K00070000000,-79.86166956,40.43759927
0298K00070000000,-79.86166956,40.43759927
0298K00075000000,-79.86127744,40.43787025
0298K00075000000,-79.86127744,40.43787025
0298K00075000000,-79.86127744,40.43787025
0298K00080000000,-79.86086759,40.43765313
0298K00084000000,-79.86053586,40.43742656
0298K00088000000,-79.86030826,40.43721672
0298K00092000000,-79.86016674,40.43709218
0298K00094000000,-79.86006863,40.43701229
0298K00096000000,-79.85986275,40.43679617
0298K00100000000,-79.85975474,40.43706776
0298K00104000000,-79.85942917,40.43651863
0298K00106000000,-79.85922913,40.43628738
0298K00108000000,-79.85904145,40.43612512
0298K00112000000,-79.85889487,40.43599739
0298K00114000000,-79.85867031,40.43582189
0298K00236000000,-79.85995533,40.43811856
0298K00238000000,-79.86003595,40.43787972
0298K00240000000,-79.86007134,40.43767515
0298K00240000000,-79.86007134,40.43767515
0298K00242000000,-79.85995117,40.43744536
0298K00242000000,-79.85995117,40.43744536
0298K00244000000,-79.85962368,40.43716902
0298K00244000000,-79.85962368,40.43716902
0298K00246000000,-79.85925382,40.4372359
0298K00248000000,-79.85907219,40.43753676
0298K00250000000,-79.8592199,40.43781092
0298K00252000000,-79.85917442,40.43801516
0298K00256000000,-79.85862098,40.43810816
0298K00260000000,-79.85872191,40.43774854
0298K00270000000,-79.85802233,40.43808087
0298M00001010100,-79.85260982,40.43798873
